id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,is_default,avg_bill_amt,avg_pay_amt,payment_ratio,months_with_delay,max_delay,avg_delay,age_group,limit_bucket
21,130000.0,female,high_school,single,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,20647.166666666668,7038.5,0.34087772118590026,0,0,-0.16666666666666666,31-40,medium
22,120000.0,female,university,married,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,316.0,263.3333333333333,0.8307045215562565,0,-1,-1.0,31-40,medium
23,70000.0,female,university,single,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,44245.833333333336,1835.0,0.041471894410522785,4,2,1.3333333333333333,21-30,low
24,450000.0,female,graduate_school,married,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,4494.166666666667,3764.8333333333335,0.837529198027511,0,-2,-2.0,31-40,high
25,90000.0,male,graduate_school,single,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,5310.666666666667,2733.3333333333335,0.5145905240037653,0,0,-0.16666666666666666,21-30,low
26,50000.0,male,high_school,single,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,35715.833333333336,1315.1666666666667,0.03682204002781135,0,0,0.0,21-30,low
27,60000.0,male,graduate_school,single,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,-65.66666666666667,416.6666666666667,0.0,1,1,-0.8333333333333334,21-30,low
28,50000.0,female,high_school,single,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,18711.333333333332,1185.3333333333333,0.06334503090653223,0,0,0.0,21-30,low
29,50000.0,female,high_school,married,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,6701.333333333333,6594.5,0.9839110757447656,0,-1,-1.0,41-50,low
30,50000.0,male,graduate_school,single,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,16180.333333333334,1100.0,0.06797956493078444,0,0,0.0,21-30,low
31,230000.0,female,graduate_school,single,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,18957.666666666668,16248.166666666666,0.8570310851677332,0,-1,-1.0,21-30,high
32,50000.0,male,university,single,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,25311.5,1155.6666666666667,0.0456559670781893,1,2,0.3333333333333333,31-40,low
33,100000.0,male,graduate_school,single,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,82539.5,3124.0,0.03784808669683368,0,0,0.0,31-40,low
34,500000.0,female,university,married,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,20957.333333333332,26417.0,1.2604532803180915,0,-2,-2.0,51-60,high
35,500000.0,male,graduate_school,married,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,9719.666666666666,7570.833333333333,0.7788388999382758,0,-2,-2.0,51-60,high
36,160000.0,male,graduate_school,single,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,4218.666666666667,380.0,0.09005450667509281,0,-1,-1.5,21-30,medium
37,280000.0,male,university,married,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,178329.5,6987.166666666667,0.03918099633358661,0,0,0.0,31-40,high
38,60000.0,female,university,single,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,5379.833333333333,8891.5,1.6524392132569306,0,0,-0.16666666666666666,21-30,low
39,50000.0,male,graduate_school,single,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,130.0,130.0,0.9923664122137404,1,1,-1.1666666666666667,21-30,low
40,280000.0,male,graduate_school,single,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,8607.166666666666,6226.166666666667,0.7232860268349823,1,2,-0.3333333333333333,31-40,high
41,360000.0,male,graduate_school,single,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,275125.1666666667,40640.0,0.14771404876671732,0,0,0.0,31-40,high
42,70000.0,female,graduate_school,single,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,65476.0,3223.6666666666665,0.04923357311218698,0,0,0.0,21-30,low
43,10000.0,male,university,single,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,3793.5,1204.5,0.31743312689418896,0,0,0.0,21-30,low
44,140000.0,female,university,married,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,64189.0,3333.3333333333335,0.05192916861401049,0,0,0.0,31-40,medium
45,40000.0,female,graduate_school,single,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,24530.833333333332,2166.6666666666665,0.08832061742905477,1,2,0.3333333333333333,21-30,low
46,210000.0,male,graduate_school,single,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-2,-2.0,21-30,high
47,20000.0,female,graduate_school,single,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,13221.333333333334,3345.8333333333335,0.25304409206645323,1,2,0.16666666666666666,21-30,low
48,150000.0,female,others,single,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1,1639.5,363.8333333333333,0.22178197703952046,0,0,-0.5,41-50,medium
49,380000.0,male,university,single,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,19135.833333333332,15555.333333333334,0.8128478240043199,0,-1,-1.0,31-40,high
50,20000.0,male,graduate_school,single,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,19301.666666666668,1041.0,0.053930372314706085,0,0,0.0,21-30,low
51,70000.0,male,high_school,single,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,38168.666666666664,1350.0,0.035368398990472366,5,2,1.5,41-50,low
52,100000.0,female,high_school,others,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,44197.5,1601.0,0.036222948742604386,0,0,0.0,41-50,low
53,310000.0,female,university,married,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,7354.166666666667,5111.333333333333,0.6949310008837325,0,-2,-2.0,41-50,high
54,180000.0,female,graduate_school,single,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,43191.833333333336,1707.6666666666667,0.03953587979487338,2,2,0.5,21-30,medium
55,150000.0,female,graduate_school,single,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,29458.5,2144.5,0.07279485395203585,1,2,0.3333333333333333,21-30,medium
56,500000.0,female,graduate_school,married,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0,1398.0,1080.5,0.772337383845604,0,-2,-2.0,41-50,high
57,180000.0,female,high_school,married,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0,9234.0,4863.166666666667,0.5266016964446851,0,0,-0.5,31-40,medium
58,180000.0,female,university,married,34,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0,158727.0,5677.0,0.035765586411975206,0,0,0.0,31-40,medium
59,200000.0,female,graduate_school,single,34,-1,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0,1124.5,316.6666666666667,0.28135643417740264,5,3,1.6666666666666667,31-40,medium
60,400000.0,female,university,married,29,0,0,0,0,0,0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0,380690.0,18171.5,0.0477329382622652,0,0,0.0,21-30,high
61,500000.0,female,high_school,married,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1,18283.166666666668,1469.3333333333333,0.08036096805068137,0,0,0.0,21-30,high
62,70000.0,male,university,married,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0,40707.0,2020.0,0.04962169598113393,0,0,-0.16666666666666666,31-40,low
63,50000.0,male,graduate_school,single,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1,26279.0,1020.8333333333334,0.03884449518011162,6,2,2.0,21-30,low
64,50000.0,female,university,married,46,0,0,0,-2,-2,-2,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,9647.333333333334,166.66666666666666,0.017274140611504576,0,0,-1.0,41-50,low
65,130000.0,female,university,married,51,-1,-1,-2,-2,-1,-1,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0,408.6666666666667,392.1666666666667,0.9572823433685923,0,-1,-1.3333333333333333,51-60,medium
66,200000.0,male,graduate_school,married,57,-2,-2,-2,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1,78272.66666666667,1587.0,0.020275017992428274,2,2,-0.5,51-60,medium
67,10000.0,male,university,married,56,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1,3808.6666666666665,501.6666666666667,0.1316825619039286,3,2,1.0,51-60,low
68,210000.0,female,graduate_school,single,30,2,-1,-1,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0,1431.5,1533.0,1.0701570680628272,1,2,-0.5,21-30,high
69,130000.0,female,high_school,single,29,1,-2,-2,-1,2,-1,-190.0,-9850.0,-9850.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0,1316.8333333333333,6896.5,5.233211078790945,2,2,-0.5,21-30,medium
70,20000.0,male,others,single,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0,14721.0,616.6666666666666,0.041887424715844765,1,2,0.3333333333333333,21-30,low
71,80000.0,male,graduate_school,single,31,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0,390.0,325.0,0.8312020460358056,0,-1,-1.0,31-40,low
72,320000.0,male,university,single,29,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1,60358.666666666664,2300.0,0.0381049155341039,6,2,2.0,21-30,high
73,200000.0,female,university,married,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,-684.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0,4404.166666666667,3252.0,0.7382240550868298,1,2,-0.5,31-40,medium
74,290000.0,female,graduate_school,single,37,1,-2,-1,-1,-1,-1,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0,919.0,919.0,0.9989130434782608,1,1,-0.8333333333333334,31-40,high
75,340000.0,male,graduate_school,single,32,-1,-1,-1,-1,-1,-1,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0,23699.833333333332,23666.166666666668,0.9985373228789425,0,-1,-1.0,31-40,high
76,20000.0,male,university,single,24,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0,16888.0,931.6666666666666,0.05516411076242919,1,2,0.3333333333333333,21-30,low
77,50000.0,male,high_school,single,25,-1,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0,24234.333333333332,1059.6666666666667,0.04372403928148984,0,0,-0.16666666666666666,21-30,low
78,300000.0,female,graduate_school,married,45,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0,291.0,291.0,0.9965753424657534,0,-1,-1.0,41-50,high
79,30000.0,female,university,single,22,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1,24864.333333333332,1401.8333333333333,0.05637701753445225,0,0,0.0,21-30,low
80,240000.0,female,university,single,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,-1.5,41-50,high
81,470000.0,female,high_school,others,33,0,0,0,0,0,0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0,102470.5,3654.3333333333335,0.03566194828155471,0,0,0.0,31-40,high
82,360000.0,female,graduate_school,single,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0,49150.5,26892.5,0.5471348788948456,0,0,-0.16666666666666666,21-30,high
83,60000.0,male,high_school,single,30,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1,23927.666666666668,890.8333333333334,0.03722870754743265,0,0,0.0,21-30,low
84,400000.0,female,university,married,44,0,0,2,0,0,0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0,116825.33333333333,3792.1666666666665,0.03245986207447522,1,2,0.3333333333333333,41-50,high
85,50000.0,female,high_school,single,49,0,0,0,0,0,0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0,29583.166666666668,1008.6666666666666,0.03409481423058505,0,0,0.0,41-50,low
86,160000.0,male,university,single,33,0,0,0,0,0,0,130028.0,107808.0,71934.0,118418.0,118407.0,120418.0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0,111168.83333333333,16957.833333333332,0.15253988267200783,0,0,0.0,31-40,medium
87,360000.0,female,graduate_school,married,45,-1,-1,2,0,-1,-1,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,390.0,1,585.0,390.0,0.6655290102389079,1,2,-0.3333333333333333,41-50,high
88,160000.0,female,university,single,32,0,0,0,0,0,-1,3826.0,4751.0,6604.0,8604.0,7072.0,766.0,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0,5270.5,1369.3333333333333,0.2597616111796136,0,0,-0.16666666666666666,31-40,medium
89,130000.0,female,graduate_school,married,35,0,0,0,-1,-1,-1,81313.0,117866.0,17740.0,1330.0,7095.0,1190.0,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0,37755.666666666664,9450.833333333334,0.25030899620376096,0,0,-0.5,31-40,medium
90,20000.0,male,high_school,single,44,2,2,0,0,0,2,8583.0,8303.0,9651.0,10488.0,12314.0,11970.0,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0,10218.166666666666,1025.1666666666667,0.10031802984587786,3,2,1.0,41-50,low
91,200000.0,male,graduate_school,married,53,2,2,2,2,2,2,138180.0,140774.0,142460.0,144098.0,147124.0,149531.0,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1,143694.5,5466.666666666667,0.038043408921411365,6,2,2.0,51-60,medium
92,280000.0,female,graduate_school,single,39,-1,-1,-1,0,0,-2,7524.0,0.0,3968.0,3868.0,0.0,0.0,0.0,3968.0,0.0,0.0,0.0,0.0,0,2560.0,661.3333333333334,0.2582324612781466,0,0,-0.8333333333333334,31-40,high
93,100000.0,female,graduate_school,single,27,-2,-2,-2,-2,-2,-2,-2000.0,5555.0,0.0,0.0,0.0,0.0,7555.0,0.0,0.0,0.0,0.0,0.0,0,592.5,1259.1666666666667,2.121595057568099,0,-2,-2.0,21-30,low
94,160000.0,female,university,married,37,-1,-1,-1,-1,-1,-2,880.0,1602.0,840.0,840.0,0.0,0.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0,693.6666666666666,1836.3333333333333,2.6434740882917467,0,-1,-1.1666666666666667,31-40,medium
95,60000.0,female,university,single,23,0,0,0,0,0,0,45648.0,46850.0,47214.0,19595.0,19209.0,19323.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0,32973.166666666664,1043.5,0.03164598549369456,0,0,0.0,21-30,low
96,90000.0,male,university,single,35,0,0,0,0,0,0,83725.0,85996.0,87653.0,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0,59119.333333333336,1959.3333333333333,0.033141445977413295,0,0,0.0,31-40,low
97,360000.0,male,graduate_school,married,43,-1,-1,-1,-1,-1,0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0,9743.333333333334,20102.166666666668,2.062959668867376,0,0,-0.8333333333333334,41-50,high
98,150000.0,male,graduate_school,single,27,0,0,0,0,0,0,86009.0,86108.0,89006.0,89775.0,87725.0,40788.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0,79901.83333333333,3973.5,0.04972915019701012,0,0,0.0,21-30,medium
99,50000.0,female,high_school,married,22,0,0,0,0,0,0,18722.0,18160.0,16997.0,13150.0,8866.0,7899.0,1411.0,1194.0,379.0,281.0,321.0,197.0,0,13965.666666666666,630.5,0.04514319809069212,0,0,0.0,21-30,low
100,20000.0,male,university,married,38,0,0,0,0,0,-1,17973.0,19367.0,19559.0,18240.0,17928.0,150.0,1699.0,1460.0,626.0,1750.0,150.0,0.0,1,15536.166666666666,947.5,0.06098280467266662,0,0,-0.16666666666666666,31-40,low
101,140000.0,male,graduate_school,single,32,-2,-2,-2,-2,-2,-2,672.0,10212.0,850.0,415.0,100.0,1430.0,10212.0,850.0,415.0,100.0,1430.0,0.0,0,2279.8333333333335,2167.8333333333335,0.9504567044208988,0,-2,-2.0,31-40,medium
102,380000.0,female,graduate_school,single,30,-2,-2,-1,0,0,0,-81.0,-303.0,32475.0,32891.0,33564.0,34056.0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0,22100.333333333332,7003.166666666667,0.31686625241312744,0,0,-0.8333333333333334,21-30,high
103,480000.0,male,graduate_school,married,63,0,0,0,2,2,0,422069.0,431342.0,479432.0,487066.0,471145.0,469961.0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0,460169.1666666667,21828.5,0.04743571309309129,2,2,0.6666666666666666,60+,high
104,50000.0,female,high_school,single,22,0,0,0,0,0,0,44698.0,42254.0,38347.0,32496.0,23477.0,24094.0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1,34227.666666666664,1145.0,0.03345149290068754,0,0,0.0,21-30,low
105,60000.0,female,university,single,26,2,2,2,2,2,0,56685.0,55208.0,59175.0,60218.0,55447.0,55305.0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0,57006.333333333336,2252.8333333333335,0.039518307586158506,5,2,1.6666666666666667,21-30,low
